ID,CATLEVEL,DESCRIPTION
2133,3,Tx with wrong mode of tmt. (X or e-)
2134,3,Wrong treatment site
2135,3,Calc.d daily adm. dose > 5% daily Rx
2135a,3,Calc.d wkly adm. dose 15% > wkly Rx
2136,3,Calc.d wkly adm. dose 30% > wkly Rx
2137,3,Calc totl adm. dose > 20% of total Rx
2138,3,"Fx < 3,calc totl adm dose > 10% totl Rx"
2139,3,Incorrect linac calibration
2200,3,Tx info. on Post-It in chart
2201,3,Miss./late wedge angle/orient. ck. 
2202,3,Miss./late initial ver. of Tx info.
2203,3,Miss./late init ver of Tx info (non-R&V)
2204,3,Miss./late calc. check
2205,3,Miss./late weekly chart rnds.
2206,3,Miss./late daily linac checks
2207,3,Miss./late wkly. linac printout
2208,3,Miss./late wkly. linac checks
2209,3,Miss./late monthly linac checks
2210,3,Miss./late daily linac output const.
2211,3,Miss./late MDA TLD checks
2212,3,Miss./late annual linac cal.
2213,3,Miss./late weekly chart checks
2213a,3,Miss./late annual linac cal. report
2214,3,Miss./late sim. calib.
2215,3,Miss./late quarterly QIC mtg.
2216,3,Chamber/electr. calib. past due
2217,3,Miss./late chamb./elec. intercomp.
2218,3,Survey meter calib. past due
2219,3,Area monitor calib. past due
2220,3,Miss./late ann. thermometer inter.
2221,3,Miss./late ann. barometer inter.
2222,3,Miss./late mon. block cut checks
2223,3,Miss./late drkrm. fog test
2224,3,Incomp. physics data & calc. check
2225,3,Miss./late new emp. trng.
2226,3,Miss./late locum emp. trng.
2227,3,Quorum not est. at QIC mtg.
2228,3,Man. Tx w/o prior approval (R&V)
2229,3,Miss./late mon. comp. cksum (R&V)
2230,3,Diag. kit ann cal. past due
2231,3,Miss/late mon. film cass. checks
2232,3,Miss/late ann. re-comm. of comp.
2233,3,Miss/late physics sign/date of QA
2234,3,Miss./late bi-week linac output check
2234a,3,Miss./late mon. linac output check
2235,3,Miss./late mon. linac energy check
2240,3,Custom Attribute
2250,3,Miss./late RSC mtg.
2251,3,Quorum not est. at RSC mtg.
2252,3,Miss./late ann. rev. of RS & ALARA
2253,3,Miss./late new emp. trng.
2254,3,Miss./late locum emp. trng.
2255,3,Miss./late ann. refresher trng.
2256,3,Linac keys not secured
2257,3,Survey meter inoperable
2258,3,Area monitor inoperable
2259,3,Miss./late daily survey meter check
2260,3,Film/ring badge not worn
2261,3,Film/ring badge not ret. to board
2262,3,Miss./late mon. exch. film badges
2263,3,Miss./late mon. rev. of film badges
2264,3,Miss/late rev. of occ. doses > inv. lvl.
2265,3,Miss./late qtrly. exch. of area mon.
2266,3,Miss./late qtrly. rev. of area mon.
2267,3,Miss./late weekly chart checks
2270,3,Custom Attribute
3,1,Patient Simulation
31,2,Patient Setup
32,2,Simulation Films
4,1,Block Fabrication
5,1,Dose Calculation
51,2,Hand Calculations
52,2,Computer Calculations
6,1,Cutout Measurements
7,1,Treatment Chart
71,2,Prescription
72,2,Patient setup documentation
73,2,Treatment field information
8,1,Treatment of Patient
81,2,Daily treatment record
82,2,Patient Identification
83,2,Port films
84,2,Patient setup
85,2,Beam Modifiers
86,2,Administration of radiation
9,1,Quality Assurance
991,3,Custom attribute SL 1 (Most Severe)
992,3,Custom Attribute SL 2
993,3,Custom Attribute SL 3
994,3,Custom Attribute SL 4
995,3,Custom attribute SL 5 (Least Severe)
,,
,,
Disclosure's Proprietary Information,,
